Name,NUM,CBEG,CEND,C,CrBEG,CrEND,Cr,CoBEG,CoEND,Co,MoBEG,MoEND,Mo,WBEG,WEND,W,TiBEG,TiEND,Ti,AlBEG,AlEND,Al,NbBEG,NbEND,Nb,TaBEG,TaEND,Ta,BBEG,BEND,B,ZrBEG,ZrEND,Zr,HfBEG,HfEND,Hf,VBEG,VEND,V,ReBEG,ReEND,Re,RuBeg,RuEnd,Ru,IrBeg,IrEnd,Ir,Mo_n_W,Al_n_Ti,NiBeg,NiEnd,Ni,d750,d760,d800,d816,d850,d870,d900,d926,d940,d950,d982,d1000,d1020,d1030,d1038,d1050,d1093,d1100,d1150,d1200
"5,100,484/811/",125,0.05,0.05,0.05,8,8,8,7.5,7.5,7.5,3,3,3,0,0,0,0,0,0,6.4,6.4,6.4,0,0,0,6,6,6,0.004,0.004,0.004,0,0,0,0.15,0.15,0.15,0,0,0,4.5,4.5,4.5,0,0,0,0,0,0,,,64.396,64.396,64.396,,,,,,552,,,,,,,,,,,,,,
"5,100,484/804/",126,0.05,0.05,0.05,8,8,8,7.5,7.5,7.5,0,0,0,2,2,2,1.5,1.5,1.5,5.75,5.75,5.75,0,0,0,5,5,5,0.004,0.004,0.004,0,0,0,0.15,0.15,0.15,0,0,0,6,6,6,0,0,0,0,0,0,,,64.046,64.046,64.046,,,,,,,,,,,276,,,,,,,,,
"5,100,484/807/",127,0.05,0.05,0.05,8,8,8,7.5,7.5,7.5,1.5,1.5,1.5,3,3,3,1,1,1,6,6,6,0,0,0,6,6,6,0.004,0.004,0.004,0,0,0,0.15,0.15,0.15,0,0,0,3,3,3,0,0,0,0,0,0,,,63.796,63.796,63.796,,,,,,,,,,,,,,,,,138,,,
"5,100,484/822/",128,0.004,0.004,0.004,6,6,6,7.5,7.5,7.5,1.5,1.5,1.5,5,5,5,0,0,0,6.2,6.2,6.2,0,0,0,6.5,6.5,6.5,0.05,0.05,0.05,0,0,0,0.15,0.15,0.15,0,0,0,3,3,3,0,0,0,0,0,0,,,64.096,64.096,64.096,,,,,,,,,,,,,,,,,,,89.7,
Rene_162,129,0.05,0.05,0.05,4.5,4.5,4.5,12.5,12.5,12.5,0,0,0,5.75,5.75,5.75,0,0,0,6.25,6.25,6.25,0,0,0,7,7,7,0.004,0.004,0.004,0,0,0,0.15,0.15,0.15,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,,,57.546,57.546,57.546,,,,,,,,,,,,,,,,,140.76,,,
alloy_5W_/R`N6/,130,0.05,0.05,0.05,4.17,4.17,4.17,12.5,12.5,12.5,1.4,1.4,1.4,5.98,5.98,5.98,0,0,0,5.75,5.75,5.75,0,0,0,7.21,7.21,7.21,0.004,0.004,0.004,0,0,0,0.15,0.15,0.15,0,0,0,5.39,5.39,5.39,0,0,0,0,0,0,,,57.396,57.396,57.396,,,,,,,,,,,,,,,,,,,,
MC2,131,0,0,0,8,8,8,5,5,5,2,2,2,8,8,8,1.5,1.5,1.5,5,5,5,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,64.5,64.5,64.5,,,,,,,,,,,,,,,,,,,,
MC820,132,0,0,0,5,5,5,0,0,0,1,1,1,8,8,8,1,1,1,5.5,5.5,5.5,0,0,0,6,6,6,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,2,2,2,0,0,0,0,0,0,,,71.4,71.4,71.4,,,,,,,,,,,,,,,,,,,100,
MC533,133,0,0,0,7,7,7,0,0,0,0,0,0,5,5,5,0,0,0,6,6,6,0,0,0,6,6,6,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,3,3,3,3,3,3,0,0,0,,,69.9,69.9,69.9,,,,,,,,,,,,,,,,,,,,
MC440,134,0,0,0,5,5,5,0,0,0,1,1,1,4,4,4,0,0,0,5.5,5.5,5.5,0,0,0,9,9,9,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,4,4,4,0,0,0,0,0,0,,,71.4,71.4,71.4,,,,,,,,,,,,,,,,,,130,,
MC722,135,0,0,0,4.5,4.5,4.5,0,0,0,1,1,1,7,7,7,0,0,0,5.8,5.8,5.8,0,0,0,6,6,6,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,,,70.6,70.6,70.6,,,,,,,,,,,,,,,,,,,,
MC623,136,0,0,0,6,6,6,0,0,0,1,1,1,6,6,6,0.5,0.5,0.5,5.7,5.7,5.7,0,0,0,5.5,5.5,5.5,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,2,2,2,3,3,3,0,0,0,,,70.2,70.2,70.2,,,,,,,,,,,,,,,,,,,,
MC622,137,0,0,0,5.5,5.5,5.5,0,0,0,1,1,1,6,6,6,0.5,0.5,0.5,5.9,5.9,5.9,0,0,0,5,5,5,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,2.5,2.5,2.5,2,2,2,0,0,0,,,71.5,71.5,71.5,,,,,,,,,,,,,,,,,,,,
MC544,138,0,0,0,4,4,4,0,0,0,1,1,1,5,5,5,0.5,0.5,0.5,6,6,6,0,0,0,5,5,5,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,4,4,4,4,4,4,0,0,0,,,70.4,70.4,70.4,,,,,,,,,,,,,,,,,,,,
MC645,139,0,0,0,5,5,5,0,0,0,0,0,0,6,6,6,0.5,0.5,0.5,6,6,6,0,0,0,5,5,5,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,4,4,4,5,5,5,0,0,0,,,68.4,68.4,68.4,,,,,,,,,,,,,,,,,,,,
MC653,140,0,0,0,4,4,4,0,0,0,1,1,1,6,6,6,1,1,1,5.3,5.3,5.3,0,0,0,6.2,6.2,6.2,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,5,5,5,3,3,3,0,0,0,,,68.4,68.4,68.4,,,,,,,,,,,,,,,,,,,,
GB2159174,141,0,0.05,0.025,8,10,9,0,5,2.5,0,3,1.5,9,11,10,0,1,0.5,3,5,4,0,1,0.5,13,16,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5,0,0,0,0,0,0,,,67,44.95,55.975,,,,,,,,,,,,,,,,,,,,
